order_id,customer_id,product_id,product_name,category,region,order_date,quantity,unit_price,discount_pct,total_amount,cost,profit,payment_method,status
ORD02848,CUST0382,PROD058,Almond Milk 1L,Food & Beverage,Central,2022-02-05,4,7.33,5.0,27.85,8,19.85,PayPal,Delivered
ORD02849,CUST0249,PROD048,SQL Mastery,Books,Central,2022-10-18,5,38.92,15.0,165.43,55,110.43,PayPal,Delivered
ORD02850,CUST0142,PROD027,LED Desk Lamp,Home & Garden,Central,2022-11-19,2,45.83,0.0,91.67,36,55.67,Credit Card,Delivered
ORD02851,CUST0057,PROD058,Almond Milk 1L,Food & Beverage,South,2024-04-20,2,7.27,10.0,13.08,4,9.08,PayPal,Delivered
ORD02852,CUST0244,PROD066,Car Vacuum Cleaner,Automotive,Central,2024-04-03,2,54.29,5.0,103.16,44,59.16,Debit Card,Shipped
ORD02853,CUST0384,PROD035,Running Shoes Pro,Sports,Central,2022-12-19,5,134.75,15.0,572.67,275,297.67,Debit Card,Delivered
ORD02854,CUST0116,PROD027,LED Desk Lamp,Home & Garden,West,2024-02-12,1,43.52,0.0,43.52,18,25.52,Cash,Delivered
ORD02855,CUST0016,PROD032,Resistance Bands Set,Sports,West,2023-11-27,1,27.23,15.0,23.14,10,13.14,Credit Card,Delivered
ORD02856,CUST0460,PROD027,LED Desk Lamp,Home & Garden,Central,2022-03-24,1,42.95,10.0,38.66,18,20.66,Debit Card,Shipped
ORD02857,CUST0445,PROD021,Robot Vacuum Cleaner,Home & Garden,Central,2022-11-18,1,318.07,0.0,318.07,140,178.07,Debit Card,Cancelled
ORD02858,CUST0485,PROD041,Business Analytics Guide,Books,East,2022-07-13,2,47.54,0.0,95.08,24,71.08,PayPal,Delivered
ORD02859,CUST0048,PROD041,Business Analytics Guide,Books,West,2022-08-19,3,45.34,20.0,108.83,36,72.83,Bank Transfer,Delivered
ORD02860,CUST0225,PROD069,LED Car Lights Kit,Automotive,East,2024-10-19,4,33.59,0.0,134.34,56,78.34,Credit Card,Processing
ORD02861,CUST0054,PROD035,Running Shoes Pro,Sports,West,2022-08-13,5,124.53,10.0,560.38,275,285.38,Cash,Delivered
ORD02862,CUST0402,PROD067,Steering Wheel Cover,Automotive,West,2023-09-26,3,30.45,20.0,73.08,33,40.08,Credit Card,Delivered
ORD02863,CUST0283,PROD050,Digital Marketing,Books,Central,2024-03-06,2,40.56,10.0,73.01,22,51.01,Bank Transfer,Delivered
ORD02864,CUST0340,PROD053,Protein Powder Vanilla,Food & Beverage,South,2024-12-10,4,52.19,0.0,208.76,80,128.76,Cash,Delivered
ORD02865,CUST0459,PROD034,Cycling Helmet,Sports,North,2024-03-05,4,75.55,20.0,241.77,128,113.77,Bank Transfer,Shipped
ORD02866,CUST0248,PROD050,Digital Marketing,Books,Central,2022-09-01,5,39.48,0.0,197.41,55,142.41,Debit Card,Delivered
ORD02867,CUST0439,PROD061,Car Dash Cam 4K,Automotive,East,2023-01-05,1,101.19,15.0,86.01,42,44.01,Bank Transfer,Processing
ORD02868,CUST0441,PROD041,Business Analytics Guide,Books,East,2023-01-02,1,42.24,0.0,42.24,12,30.24,PayPal,Shipped
ORD02869,CUST0296,PROD009,USB-C Hub 7-in-1,Electronics,North,2022-04-04,3,55.02,0.0,165.07,60,105.07,Cash,Delivered
ORD02870,CUST0349,PROD013,Casual Sneakers,Clothing,North,2022-08-19,3,99.42,10.0,268.44,120,148.44,Cash,Processing
ORD02871,CUST0357,PROD048,SQL Mastery,Books,East,2022-08-18,1,41.76,10.0,37.58,11,26.58,Bank Transfer,Delivered
ORD02872,CUST0298,PROD035,Running Shoes Pro,Sports,South,2024-04-12,5,131.82,10.0,593.2,275,318.2,PayPal,Delivered
ORD02873,CUST0359,PROD020,Knit Sweater,Clothing,South,2024-12-14,1,77.28,10.0,69.55,30,39.55,Debit Card,Delivered
ORD02874,CUST0337,PROD020,Knit Sweater,Clothing,North,2022-02-10,1,70.79,5.0,67.25,30,37.25,Bank Transfer,Delivered
ORD02875,CUST0281,PROD048,SQL Mastery,Books,North,2022-12-11,1,38.32,0.0,38.32,11,27.32,Debit Card,Shipped
ORD02876,CUST0244,PROD021,Robot Vacuum Cleaner,Home & Garden,Central,2023-11-21,2,301.63,0.0,603.26,280,323.26,Credit Card,Delivered
ORD02877,CUST0297,PROD057,Granola Bars x12,Food & Beverage,East,2022-04-06,3,23.36,0.0,70.09,21,49.09,Debit Card,Cancelled
ORD02878,CUST0157,PROD058,Almond Milk 1L,Food & Beverage,North,2023-04-27,5,8.34,0.0,41.68,10,31.68,Cash,Shipped
ORD02879,CUST0100,PROD032,Resistance Bands Set,Sports,Central,2024-05-05,5,27.09,20.0,108.37,50,58.37,Cash,Processing
ORD02880,CUST0315,PROD059,Energy Drink Pack x24,Food & Beverage,South,2022-05-08,1,34.66,10.0,31.19,12,19.19,Bank Transfer,Delivered
ORD02881,CUST0378,PROD012,Denim Jeans Slim,Clothing,South,2024-07-25,4,85.85,20.0,274.72,112,162.72,Debit Card,Delivered
ORD02882,CUST0156,PROD066,Car Vacuum Cleaner,Automotive,East,2023-02-28,5,56.2,5.0,266.97,110,156.97,Debit Card,Delivered
ORD02883,CUST0204,PROD058,Almond Milk 1L,Food & Beverage,South,2024-09-17,4,8.64,0.0,34.56,8,26.56,Cash,Delivered
ORD02884,CUST0277,PROD011,Classic White Shirt,Clothing,Central,2022-08-22,5,53.05,20.0,212.19,75,137.19,Bank Transfer,Delivered
ORD02885,CUST0316,PROD060,Collagen Powder 300g,Food & Beverage,Central,2024-07-20,1,42.73,10.0,38.46,16,22.46,PayPal,Returned
ORD02886,CUST0444,PROD027,LED Desk Lamp,Home & Garden,North,2022-08-11,1,49.26,0.0,49.26,18,31.26,Debit Card,Shipped
ORD02887,CUST0103,PROD056,Dark Chocolate Bar 72%,Food & Beverage,West,2022-11-18,2,12.96,15.0,22.03,8,14.03,Cash,Delivered
ORD02888,CUST0141,PROD024,Electric Kettle 1.7L,Home & Garden,East,2024-11-06,2,47.52,0.0,95.05,36,59.05,Bank Transfer,Shipped
ORD02889,CUST0126,PROD031,Yoga Mat Premium,Sports,North,2022-05-10,5,44.79,15.0,190.37,90,100.37,Credit Card,Delivered
ORD02890,CUST0020,PROD002,Wireless Headphones,Electronics,Central,2024-09-14,4,194.45,15.0,661.13,320,341.13,Credit Card,Delivered
ORD02891,CUST0115,PROD053,Protein Powder Vanilla,Food & Beverage,West,2024-01-29,5,51.34,15.0,218.18,100,118.18,Cash,Delivered
ORD02892,CUST0248,PROD053,Protein Powder Vanilla,Food & Beverage,Central,2023-06-30,2,57.97,10.0,104.35,40,64.35,Debit Card,Delivered
ORD02893,CUST0109,PROD028,Storage Ottoman,Home & Garden,North,2024-06-29,4,69.25,10.0,249.31,128,121.31,Credit Card,Delivered
ORD02894,CUST0254,PROD051,Premium Coffee Beans 1kg,Food & Beverage,Central,2024-05-08,5,34.26,15.0,145.61,50,95.61,Debit Card,Delivered
ORD02895,CUST0049,PROD020,Knit Sweater,Clothing,North,2023-09-05,3,77.41,0.0,232.23,90,142.23,Credit Card,Returned
ORD02896,CUST0013,PROD013,Casual Sneakers,Clothing,West,2022-11-05,4,92.66,15.0,315.05,160,155.05,Bank Transfer,Delivered
ORD02897,CUST0399,PROD061,Car Dash Cam 4K,Automotive,West,2022-12-16,5,106.32,10.0,478.46,210,268.46,Credit Card,Delivered
ORD02898,CUST0490,PROD022,Air Purifier Pro,Home & Garden,South,2024-07-06,2,239.44,10.0,430.99,220,210.99,Cash,Delivered
ORD02899,CUST0095,PROD040,Water Bottle 1L,Sports,Central,2022-11-29,3,21.24,10.0,57.33,24,33.33,PayPal,Shipped
ORD02900,CUST0117,PROD054,Mixed Nuts 500g,Food & Beverage,South,2022-01-19,4,25.14,0.0,100.57,32,68.57,Cash,Cancelled
ORD02901,CUST0148,PROD044,Marketing Strategy,Books,Central,2022-02-16,4,36.24,5.0,137.7,40,97.7,Debit Card,Processing
ORD02902,CUST0115,PROD032,Resistance Bands Set,Sports,West,2024-04-23,4,29.52,0.0,118.09,40,78.09,Credit Card,Processing
ORD02903,CUST0356,PROD054,Mixed Nuts 500g,Food & Beverage,South,2024-03-22,4,21.7,0.0,86.81,32,54.81,Cash,Processing
ORD02904,CUST0030,PROD036,Gym Gloves,Sports,North,2024-07-25,3,25.93,5.0,73.9,27,46.9,PayPal,Delivered
ORD02905,CUST0196,PROD006,Gaming Mouse,Electronics,South,2023-08-06,4,75.46,10.0,271.65,112,159.65,Debit Card,Processing
ORD02906,CUST0418,PROD040,Water Bottle 1L,Sports,South,2024-10-29,3,20.3,5.0,57.84,24,33.84,Debit Card,Delivered
ORD02907,CUST0318,PROD057,Granola Bars x12,Food & Beverage,East,2024-07-27,5,23.95,0.0,119.76,35,84.76,Debit Card,Delivered
ORD02908,CUST0434,PROD047,Machine Learning A-Z,Books,North,2024-12-28,1,79.16,0.0,79.16,20,59.16,Cash,Delivered
ORD02909,CUST0318,PROD055,Olive Oil Extra Virgin,Food & Beverage,East,2023-06-28,3,26.97,20.0,64.73,27,37.73,Cash,Delivered
ORD02910,CUST0279,PROD004,Bluetooth Speaker,Electronics,West,2024-11-20,4,95.69,0.0,382.76,140,242.76,Debit Card,Delivered
ORD02911,CUST0426,PROD007,Mechanical Keyboard,Electronics,Central,2022-03-06,2,126.38,5.0,240.12,104,136.12,Credit Card,Delivered
ORD02912,CUST0013,PROD069,LED Car Lights Kit,Automotive,West,2023-08-17,5,35.71,0.0,178.56,70,108.56,Credit Card,Processing
ORD02913,CUST0230,PROD029,Throw Blanket Soft,Home & Garden,West,2023-01-02,3,55.38,0.0,166.14,60,106.14,PayPal,Delivered
ORD02914,CUST0161,PROD004,Bluetooth Speaker,Electronics,East,2023-03-30,1,90.0,10.0,81.0,35,46.0,Cash,Delivered
ORD02915,CUST0284,PROD055,Olive Oil Extra Virgin,Food & Beverage,South,2022-03-26,3,27.9,15.0,71.15,27,44.15,Cash,Delivered
ORD02916,CUST0294,PROD029,Throw Blanket Soft,Home & Garden,South,2024-08-28,3,58.67,15.0,149.6,60,89.6,Credit Card,Delivered
ORD02917,CUST0042,PROD058,Almond Milk 1L,Food & Beverage,South,2024-05-01,2,7.22,5.0,13.72,4,9.72,PayPal,Cancelled
ORD02918,CUST0266,PROD044,Marketing Strategy,Books,South,2022-04-07,1,35.82,15.0,30.45,10,20.45,PayPal,Shipped
ORD02919,CUST0011,PROD056,Dark Chocolate Bar 72%,Food & Beverage,East,2024-04-05,1,12.22,20.0,9.78,4,5.78,Cash,Delivered
ORD02920,CUST0396,PROD004,Bluetooth Speaker,Electronics,Central,2023-02-21,1,96.32,0.0,96.32,35,61.32,Bank Transfer,Delivered
ORD02921,CUST0250,PROD016,Leather Belt,Clothing,North,2023-06-19,5,42.22,5.0,200.57,90,110.57,Cash,Shipped
ORD02922,CUST0242,PROD047,Machine Learning A-Z,Books,East,2023-08-26,4,71.26,0.0,285.05,80,205.05,Cash,Processing
ORD02923,CUST0096,PROD056,Dark Chocolate Bar 72%,Food & Beverage,West,2022-02-09,1,12.07,0.0,12.07,4,8.07,Bank Transfer,Cancelled
ORD02924,CUST0329,PROD024,Electric Kettle 1.7L,Home & Garden,Central,2022-03-13,1,45.21,20.0,36.17,18,18.17,Debit Card,Delivered
ORD02925,CUST0361,PROD023,Coffee Maker Deluxe,Home & Garden,North,2022-09-09,1,122.06,0.0,122.06,52,70.06,PayPal,Cancelled
ORD02926,CUST0087,PROD012,Denim Jeans Slim,Clothing,North,2023-06-01,2,80.6,0.0,161.21,56,105.21,Bank Transfer,Delivered
ORD02927,CUST0364,PROD068,Car Air Freshener x5,Automotive,North,2023-12-04,4,15.18,5.0,57.67,20,37.67,PayPal,Delivered
ORD02928,CUST0450,PROD063,Car Phone Mount,Automotive,Central,2022-03-21,4,23.21,20.0,74.27,36,38.27,Debit Card,Delivered
ORD02929,CUST0352,PROD029,Throw Blanket Soft,Home & Garden,South,2023-12-06,5,56.07,20.0,224.28,100,124.28,Bank Transfer,Delivered
ORD02930,CUST0176,PROD036,Gym Gloves,Sports,West,2024-05-21,2,23.42,20.0,37.47,18,19.47,Debit Card,Delivered
ORD02931,CUST0466,PROD067,Steering Wheel Cover,Automotive,North,2022-01-17,3,27.47,15.0,70.04,33,37.04,PayPal,Delivered
ORD02932,CUST0457,PROD010,External SSD 1TB,Electronics,Central,2022-03-02,3,148.97,5.0,424.56,195,229.56,Bank Transfer,Delivered
ORD02933,CUST0223,PROD027,LED Desk Lamp,Home & Garden,South,2023-08-14,3,43.85,0.0,131.55,54,77.55,Cash,Delivered
ORD02934,CUST0304,PROD058,Almond Milk 1L,Food & Beverage,Central,2022-12-16,1,8.56,20.0,6.85,2,4.85,Debit Card,Delivered
ORD02935,CUST0188,PROD063,Car Phone Mount,Automotive,West,2023-10-03,1,24.95,0.0,24.95,9,15.95,Debit Card,Delivered
ORD02936,CUST0025,PROD032,Resistance Bands Set,Sports,South,2023-12-14,2,26.69,15.0,45.37,20,25.37,Cash,Delivered
ORD02937,CUST0122,PROD062,Tire Inflator Auto,Automotive,Central,2023-05-26,4,41.65,0.0,166.6,72,94.6,Credit Card,Cancelled
ORD02938,CUST0169,PROD038,Foam Roller,Sports,South,2022-05-20,4,33.16,20.0,106.1,48,58.1,Debit Card,Shipped
ORD02939,CUST0402,PROD010,External SSD 1TB,Electronics,West,2024-08-06,4,138.78,20.0,444.1,260,184.1,PayPal,Delivered
ORD02940,CUST0266,PROD038,Foam Roller,Sports,South,2023-05-20,5,33.93,0.0,169.63,60,109.63,PayPal,Delivered
ORD02941,CUST0115,PROD005,"4K Monitor 27""",Electronics,West,2022-12-17,2,457.6,0.0,915.2,440,475.2,Debit Card,Shipped
ORD02942,CUST0113,PROD014,Wool Winter Coat,Clothing,Central,2023-12-11,2,197.04,0.0,394.09,150,244.09,Credit Card,Delivered
ORD02943,CUST0045,PROD045,Leadership Principles,Books,South,2024-10-25,3,31.93,10.0,86.21,24,62.21,Credit Card,Delivered
ORD02944,CUST0489,PROD023,Coffee Maker Deluxe,Home & Garden,West,2022-04-23,3,139.74,10.0,377.3,156,221.3,Credit Card,Delivered
ORD02945,CUST0302,PROD040,Water Bottle 1L,Sports,West,2022-07-09,3,21.77,0.0,65.32,24,41.32,PayPal,Delivered
ORD02946,CUST0020,PROD058,Almond Milk 1L,Food & Beverage,Central,2024-01-20,2,7.77,0.0,15.54,4,11.54,PayPal,Delivered
ORD02947,CUST0329,PROD002,Wireless Headphones,Electronics,Central,2024-12-19,3,183.56,20.0,440.55,240,200.55,Bank Transfer,Delivered
ORD02948,CUST0445,PROD053,Protein Powder Vanilla,Food & Beverage,Central,2023-09-07,5,54.55,0.0,272.77,100,172.77,PayPal,Processing
ORD02949,CUST0223,PROD009,USB-C Hub 7-in-1,Electronics,South,2023-02-21,1,57.03,5.0,54.18,20,34.18,Cash,Delivered
ORD02950,CUST0281,PROD070,Car Wax Premium,Automotive,North,2023-04-01,2,25.9,0.0,51.8,20,31.8,Bank Transfer,Delivered
ORD02951,CUST0262,PROD068,Car Air Freshener x5,Automotive,North,2022-05-21,2,14.22,15.0,24.17,10,14.17,Cash,Cancelled
ORD02952,CUST0166,PROD067,Steering Wheel Cover,Automotive,North,2023-01-09,4,31.53,10.0,113.51,44,69.51,Bank Transfer,Delivered
ORD02953,CUST0364,PROD040,Water Bottle 1L,Sports,North,2022-12-25,5,20.1,20.0,80.4,40,40.4,Debit Card,Delivered
ORD02954,CUST0066,PROD060,Collagen Powder 300g,Food & Beverage,West,2024-08-31,2,40.59,20.0,64.94,32,32.94,Cash,Delivered
ORD02955,CUST0242,PROD010,External SSD 1TB,Electronics,East,2023-10-10,1,143.44,0.0,143.44,65,78.44,Bank Transfer,Shipped
ORD02956,CUST0396,PROD016,Leather Belt,Clothing,Central,2024-04-16,3,47.99,0.0,143.96,54,89.96,PayPal,Shipped
ORD02957,CUST0401,PROD051,Premium Coffee Beans 1kg,Food & Beverage,West,2024-09-15,5,29.12,10.0,131.04,50,81.04,Cash,Cancelled
ORD02958,CUST0459,PROD027,LED Desk Lamp,Home & Garden,North,2023-12-31,4,46.67,0.0,186.68,72,114.68,PayPal,Delivered
ORD02959,CUST0330,PROD015,Sport T-Shirt,Clothing,East,2024-02-21,4,32.11,5.0,122.03,48,74.03,Bank Transfer,Shipped
ORD02960,CUST0305,PROD016,Leather Belt,Clothing,North,2022-11-29,5,47.78,10.0,215.02,90,125.02,Credit Card,Returned
ORD02961,CUST0050,PROD056,Dark Chocolate Bar 72%,Food & Beverage,East,2023-04-05,2,12.75,0.0,25.51,8,17.51,Cash,Shipped
ORD02962,CUST0456,PROD057,Granola Bars x12,Food & Beverage,Central,2023-06-11,4,22.57,5.0,85.76,28,57.76,PayPal,Returned
ORD02963,CUST0166,PROD020,Knit Sweater,Clothing,North,2023-12-01,1,76.64,10.0,68.98,30,38.98,Cash,Processing
ORD02964,CUST0458,PROD069,LED Car Lights Kit,Automotive,South,2022-03-17,1,31.84,10.0,28.65,14,14.65,Cash,Delivered
ORD02965,CUST0051,PROD051,Premium Coffee Beans 1kg,Food & Beverage,East,2023-04-12,5,28.91,0.0,144.54,50,94.54,PayPal,Delivered
ORD02966,CUST0054,PROD014,Wool Winter Coat,Clothing,West,2022-06-24,5,192.57,15.0,818.42,375,443.42,Cash,Delivered
ORD02967,CUST0407,PROD056,Dark Chocolate Bar 72%,Food & Beverage,South,2023-08-12,2,12.36,5.0,23.49,8,15.49,PayPal,Shipped
ORD02968,CUST0247,PROD060,Collagen Powder 300g,Food & Beverage,North,2024-11-19,5,43.18,20.0,172.71,80,92.71,Cash,Shipped
ORD02969,CUST0338,PROD019,Running Shorts,Clothing,West,2024-01-30,4,39.23,0.0,156.94,60,96.94,Bank Transfer,Delivered
ORD02970,CUST0026,PROD055,Olive Oil Extra Virgin,Food & Beverage,South,2023-12-15,5,25.91,10.0,116.59,45,71.59,Credit Card,Processing
ORD02971,CUST0146,PROD061,Car Dash Cam 4K,Automotive,West,2022-04-16,2,91.94,5.0,174.69,84,90.69,Cash,Delivered
ORD02972,CUST0488,PROD035,Running Shoes Pro,Sports,East,2022-06-01,2,123.82,10.0,222.88,110,112.88,Debit Card,Shipped
ORD02973,CUST0319,PROD064,Seat Covers Set,Automotive,West,2024-07-14,1,78.4,0.0,78.4,32,46.4,Cash,Delivered
ORD02974,CUST0178,PROD044,Marketing Strategy,Books,East,2023-06-22,3,40.36,20.0,96.87,30,66.87,PayPal,Processing
ORD02975,CUST0471,PROD013,Casual Sneakers,Clothing,Central,2023-02-27,4,94.93,20.0,303.78,160,143.78,Debit Card,Delivered
ORD02976,CUST0429,PROD002,Wireless Headphones,Electronics,East,2024-03-12,5,183.27,0.0,916.36,400,516.36,Debit Card,Shipped
ORD02977,CUST0324,PROD007,Mechanical Keyboard,Electronics,West,2023-03-06,5,129.07,20.0,516.29,260,256.29,Bank Transfer,Processing
ORD02978,CUST0160,PROD040,Water Bottle 1L,Sports,North,2022-08-22,1,22.34,10.0,20.11,8,12.11,Bank Transfer,Processing
ORD02979,CUST0222,PROD029,Throw Blanket Soft,Home & Garden,West,2022-06-13,3,59.9,0.0,179.69,60,119.69,Cash,Delivered
ORD02980,CUST0024,PROD008,Webcam HD 1080p,Electronics,North,2022-02-16,5,71.16,20.0,284.65,125,159.65,Cash,Shipped
ORD02981,CUST0078,PROD068,Car Air Freshener x5,Automotive,South,2022-12-08,1,14.84,10.0,13.35,5,8.35,Credit Card,Delivered
ORD02982,CUST0127,PROD044,Marketing Strategy,Books,North,2022-10-30,5,40.75,5.0,193.55,50,143.55,Cash,Delivered
ORD02983,CUST0219,PROD039,Pull-Up Bar,Sports,West,2024-02-05,1,56.41,15.0,47.95,22,25.95,PayPal,Shipped
ORD02984,CUST0458,PROD061,Car Dash Cam 4K,Automotive,South,2022-02-12,4,108.13,0.0,432.53,168,264.53,PayPal,Delivered
ORD02985,CUST0154,PROD024,Electric Kettle 1.7L,Home & Garden,North,2024-03-19,1,51.41,0.0,51.41,18,33.41,Credit Card,Delivered
ORD02986,CUST0024,PROD007,Mechanical Keyboard,Electronics,North,2022-06-13,1,122.51,20.0,98.01,52,46.01,Cash,Delivered
ORD02987,CUST0089,PROD052,Organic Green Tea 100g,Food & Beverage,South,2024-08-29,3,16.68,20.0,40.04,15,25.04,PayPal,Delivered
ORD02988,CUST0289,PROD068,Car Air Freshener x5,Automotive,Central,2023-05-14,4,13.63,0.0,54.51,20,34.51,Cash,Delivered
ORD02989,CUST0136,PROD015,Sport T-Shirt,Clothing,East,2024-12-31,1,37.49,15.0,31.87,12,19.87,Credit Card,Delivered
ORD02990,CUST0425,PROD061,Car Dash Cam 4K,Automotive,South,2023-11-03,1,106.51,0.0,106.51,42,64.51,Debit Card,Shipped
ORD02991,CUST0184,PROD049,Entrepreneurship Now,Books,West,2023-02-28,4,32.9,0.0,131.61,36,95.61,Cash,Delivered
ORD02992,CUST0080,PROD039,Pull-Up Bar,Sports,North,2024-02-16,4,51.04,5.0,193.95,88,105.95,Credit Card,Delivered
ORD02993,CUST0241,PROD034,Cycling Helmet,Sports,East,2023-12-16,5,82.49,5.0,391.81,160,231.81,Cash,Delivered
ORD02994,CUST0443,PROD011,Classic White Shirt,Clothing,Central,2023-12-25,2,51.93,0.0,103.85,30,73.85,Credit Card,Shipped
ORD02995,CUST0071,PROD063,Car Phone Mount,Automotive,West,2023-10-21,4,22.95,15.0,78.04,36,42.04,PayPal,Delivered
ORD02996,CUST0241,PROD018,Polo Shirt Premium,Clothing,East,2023-05-20,1,66.96,20.0,53.57,22,31.57,Bank Transfer,Processing
ORD02997,CUST0184,PROD033,Dumbbell Set 20kg,Sports,West,2023-05-06,5,88.77,0.0,443.87,210,233.87,PayPal,Delivered
ORD02998,CUST0363,PROD014,Wool Winter Coat,Clothing,North,2022-08-25,1,184.46,0.0,184.46,75,109.46,Bank Transfer,Returned
ORD02999,CUST0025,PROD069,LED Car Lights Kit,Automotive,South,2022-03-29,2,37.37,0.0,74.74,28,46.74,Bank Transfer,Delivered
ORD03000,CUST0069,PROD060,Collagen Powder 300g,Food & Beverage,Central,2024-07-24,1,48.2,10.0,43.38,16,27.38,Cash,Delivered
ORD03001,CUST0451,PROD005,"4K Monitor 27""",Electronics,West,2024-02-14,4,405.42,0.0,1621.69,880,741.69,PayPal,Delivered
ORD03002,CUST0230,PROD057,Granola Bars x12,Food & Beverage,West,2022-06-18,4,23.35,0.0,93.41,28,65.41,Credit Card,Processing
ORD03003,CUST0410,PROD001,Laptop Pro 15,Electronics,South,2024-04-24,1,1088.39,0.0,1088.39,750,338.39,Cash,Returned
ORD03004,CUST0202,PROD017,Formal Trousers,Clothing,South,2024-08-03,3,91.4,0.0,274.19,105,169.19,PayPal,Delivered
ORD03005,CUST0500,PROD040,Water Bottle 1L,Sports,South,2023-09-06,4,23.44,0.0,93.78,32,61.78,PayPal,Returned
ORD03006,CUST0069,PROD003,Smart Watch Ultra,Electronics,Central,2022-03-18,2,360.82,10.0,649.47,280,369.47,Credit Card,Delivered
ORD03007,CUST0446,PROD034,Cycling Helmet,Sports,South,2023-03-15,1,75.27,5.0,71.51,32,39.51,Bank Transfer,Delivered
ORD03008,CUST0187,PROD010,External SSD 1TB,Electronics,West,2022-10-03,5,160.1,0.0,800.48,325,475.48,PayPal,Shipped
ORD03009,CUST0113,PROD048,SQL Mastery,Books,Central,2024-07-17,1,42.24,10.0,38.02,11,27.02,Debit Card,Delivered
ORD03010,CUST0346,PROD009,USB-C Hub 7-in-1,Electronics,South,2023-03-09,1,59.89,10.0,53.9,20,33.9,Credit Card,Delivered
ORD03011,CUST0455,PROD006,Gaming Mouse,Electronics,North,2024-04-03,3,82.08,20.0,197.0,84,113.0,Cash,Shipped
ORD03012,CUST0484,PROD020,Knit Sweater,Clothing,North,2022-01-08,5,70.11,10.0,315.47,150,165.47,Cash,Processing
ORD03013,CUST0390,PROD046,Finance for Managers,Books,South,2023-07-24,5,48.09,20.0,192.35,65,127.35,PayPal,Cancelled
ORD03014,CUST0317,PROD032,Resistance Bands Set,Sports,North,2023-12-20,1,31.06,0.0,31.06,10,21.06,PayPal,Delivered
ORD03015,CUST0403,PROD066,Car Vacuum Cleaner,Automotive,South,2024-07-18,2,58.8,0.0,117.61,44,73.61,Bank Transfer,Delivered
ORD03016,CUST0144,PROD010,External SSD 1TB,Electronics,West,2023-02-07,1,153.23,5.0,145.56,65,80.56,Cash,Returned
ORD03017,CUST0387,PROD044,Marketing Strategy,Books,Central,2022-09-03,1,39.96,20.0,31.97,10,21.97,PayPal,Processing
ORD03018,CUST0069,PROD008,Webcam HD 1080p,Electronics,Central,2022-03-13,2,66.31,0.0,132.62,50,82.62,Cash,Delivered
ORD03019,CUST0049,PROD013,Casual Sneakers,Clothing,North,2024-12-06,1,95.14,0.0,95.14,40,55.14,Cash,Delivered
ORD03020,CUST0108,PROD020,Knit Sweater,Clothing,West,2024-01-06,5,70.84,0.0,354.18,150,204.18,Debit Card,Delivered
ORD03021,CUST0350,PROD059,Energy Drink Pack x24,Food & Beverage,West,2024-08-30,4,31.6,0.0,126.39,48,78.39,Credit Card,Delivered
ORD03022,CUST0263,PROD035,Running Shoes Pro,Sports,West,2022-01-18,5,116.42,0.0,582.11,275,307.11,PayPal,Delivered
ORD03023,CUST0037,PROD052,Organic Green Tea 100g,Food & Beverage,South,2024-05-08,1,16.87,0.0,16.87,5,11.87,Bank Transfer,Delivered
ORD03024,CUST0213,PROD046,Finance for Managers,Books,East,2023-06-26,2,52.51,0.0,105.02,26,79.02,Credit Card,Shipped
ORD03025,CUST0461,PROD015,Sport T-Shirt,Clothing,Central,2022-12-15,2,37.76,10.0,67.97,24,43.97,Credit Card,Shipped
ORD03026,CUST0028,PROD032,Resistance Bands Set,Sports,South,2023-12-31,4,28.78,0.0,115.11,40,75.11,PayPal,Processing
ORD03027,CUST0282,PROD042,Python Programming,Books,West,2022-05-16,1,50.12,15.0,42.6,15,27.6,Bank Transfer,Shipped
ORD03028,CUST0497,PROD050,Digital Marketing,Books,North,2023-07-12,1,40.52,0.0,40.52,11,29.52,PayPal,Delivered
ORD03029,CUST0069,PROD019,Running Shorts,Clothing,Central,2023-05-07,5,43.2,0.0,216.02,75,141.02,Cash,Delivered
ORD03030,CUST0264,PROD054,Mixed Nuts 500g,Food & Beverage,East,2023-09-26,1,26.18,0.0,26.18,8,18.18,Debit Card,Processing
ORD03031,CUST0397,PROD017,Formal Trousers,Clothing,South,2024-08-11,1,90.56,15.0,76.97,35,41.97,Cash,Delivered
ORD03032,CUST0151,PROD055,Olive Oil Extra Virgin,Food & Beverage,North,2024-03-09,3,30.05,10.0,81.13,27,54.13,Bank Transfer,Delivered
ORD03033,CUST0207,PROD065,Jump Starter Pack,Automotive,Central,2022-12-30,3,81.49,5.0,232.25,114,118.25,PayPal,Processing
ORD03034,CUST0128,PROD024,Electric Kettle 1.7L,Home & Garden,West,2023-01-15,3,44.24,20.0,106.17,54,52.17,Debit Card,Delivered
ORD03035,CUST0096,PROD059,Energy Drink Pack x24,Food & Beverage,West,2022-07-24,1,35.23,10.0,31.71,12,19.71,Credit Card,Delivered
ORD03036,CUST0260,PROD015,Sport T-Shirt,Clothing,West,2023-09-18,4,35.18,0.0,140.72,48,92.72,Bank Transfer,Delivered
ORD03037,CUST0144,PROD020,Knit Sweater,Clothing,West,2024-08-30,1,69.74,5.0,66.25,30,36.25,Bank Transfer,Shipped
ORD03038,CUST0476,PROD053,Protein Powder Vanilla,Food & Beverage,South,2022-12-14,1,59.78,0.0,59.78,20,39.78,Credit Card,Delivered
